segment_index,duration,file_path,speaker_role,stress_score,transcript,alert_level,alert_reason
331,4.97,C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1299_seg_0.wav,UNKNOWN,74.39984900973742,KLM ONE NINER SEVEN SIX HELLO RADAR CONTACT REPORT REQUESTED FLIGHT LEVEL,Elevated Risk,High Stress (Score: 74)
332,0.72,C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_129_seg_0.wav,UNKNOWN,31.30522952847075,CONTINUE APPROACH RUNWAY ONE SIX RIGHT CHINA EASTERN SEVEN SEVEN NINER ONE,Routine,
333,5.16,C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_12_seg_0.wav,UNKNOWN,14.30574179997224,LUFTHANSA FIVE MIKE ECHO DESCEND FOUR THOUSAND FEET QNH ONE ZERO TWO THREE,Routine,
334,3.24,C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1300_seg_0.wav,UNKNOWN,27.095719279076278,ALITALIA FIVE SEVEN ONE ZERO SEVEN ZERO THREE ONE TWO KNOTS RUNWAY ONE ZERO CLEARED TO TAKEOFF,Routine,
335,9.7,C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1301_seg_0.wav,UNKNOWN,66.87999112016932,CLIMB LEVEL NINER ZERO SKYTRAVEL ONE,Routine,
336,4.44,C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1302_seg_0.wav,UNKNOWN,3.3433865135919447,AIRFRANS TWO ZERO FOUR SEVEN DIRECT OSCAR KILO GOLF,Routine,
337,3.77,C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1303_seg_0.wav,UNKNOWN,52.87359413235595,ONE THREE THREE DECIMAL EIGHT SIX ZERO GOOD BYE,Routine,
338,4.14,C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1304_seg_0.wav,UNKNOWN,16.49204978414636,SION TWO THREE RUNWAY TWO FIVE NEXT HOTEL NOVEMBER FOR THREE SIX FIVE,Routine,
339,4.74,C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1305_seg_0.wav,UNKNOWN,31.904254348343517,WE HAVE THE TRAFFIC IN SIGHT AS WELL HOTEL HOTEL OSCAR,Routine,
340,0.75,C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1306_seg_0.wav,UNKNOWN,100.0,RECLEARED FULL STOP RUNWAY TWO FIVE ECHO XRAY,EMERGENCY,Severe Stress Spike (Score: 100)
341,2.84,C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1307_seg_0.wav,UNKNOWN,100.0,TO RUNWAY THREE ONE,EMERGENCY,Severe Stress Spike (Score: 100)
342,5.99,C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1308_seg_0.wav,UNKNOWN,100.0,PRAHA GOOD DAY KLM ONE EIGHT SEVEN FIVE MAINTAIN LEVEL THREE FIVE ZERO,EMERGENCY,Severe Stress Spike (Score: 100)
343,7.5,C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1309_seg_0.wav,UNKNOWN,69.61186920311363,CIMBER THREE FIVE TWO FIVE DESCEND TO ALTITUDE FIVE THOUSAND FEET QNH ONE ZERO TWO ONE,Routine,
344,5.31,C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_130_seg_0.wav,UNKNOWN,10.074844623645603,WERE ROLLING OUT THREE FIVE TWO FOUR CLEARED FOR TAKEOFF THREE ONE,Routine,
345,4.29,C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1310_seg_0.wav,UNKNOWN,100.0,LIKSA CSA TWO,EMERGENCY,Severe Stress Spike (Score: 100)
346,2.96,C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1311_seg_0.wav,UNKNOWN,7.942296689781358,CLEARED TO LAND THREE ONE THREE ONE THREE,Routine,
347,2.59,C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1312_seg_0.wav,UNKNOWN,34.74748028183609,BLINE SIX ONE GOLF RUNWAY ONE THREE CLEARED FOR TAKEOFF WIND ONE SIX ZERO DEGREES FIVE KNOTS BYE BYE,Routine,
348,5.25,C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1313_seg_0.wav,UNKNOWN,52.777925458007005,THANK YOU,Routine,
349,7.47,C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1314_seg_0.wav,UNKNOWN,33.287149935108886,LEFT HEADING,Routine,
350,3.19,C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1315_seg_0.wav,UNKNOWN,60.44984685672499,CLIMBING TO FLIGHT LEVEL ONE SIX ZERO CSA TWO DELTA ZULU,Routine,
351,0.99,C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1316_seg_0.wav,UNKNOWN,52.40757101438139,CSA NINER FIVE SIX PROCEED DIRECT TO BODAL,Routine,
352,4.83,C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1317_seg_0.wav,UNKNOWN,0.0,ZERO,Routine,
353,5.4,C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1318_seg_0.wav,UNKNOWN,51.57465235982686,WAS IT SEVEN TWO SEVEN,Routine,
354,1.41,C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1319_seg_0.wav,UNKNOWN,46.76628831839127,RYANAIR SIX EIGHT SEVEN SEVEN HELLO RADAR CONTACT SQUAWK ONE FOUR SEVEN ONE CLIMB TO FLIGHT LEVEL THREE FOUR ZERO,Routine,
355,2.68,C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_131_seg_0.wav,UNKNOWN,40.01386813569375,SAY AGAIN,Minor Anomaly,Potential Communication Hesitation/Anomaly
356,3.28,C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1320_seg_0.wav,UNKNOWN,16.00187305211721,CSA FOUR ZERO SEVEN DESCEND ALTITUDE FOUR THOUSAND FEET QNH ONE ZERO TWO THREE CLEARED ILS THREE ONE,Routine,
357,1.04,C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1321_seg_0.wav,UNKNOWN,19.0820678536776,EUROTRANS SIX EIGHT ZERO TWO DESCEND TO FLIGHT LEVEL TWO FIVE ZERO SIX EIGHT ZERO TWO DESCENDING TWO FIVE ZERO,Routine,
358,5.0,C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1322_seg_0.wav,UNKNOWN,6.456441850022472,TWO ZERO TO,Routine,
359,1.95,C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1323_seg_0.wav,UNKNOWN,55.03264671767499,BRITAIR FIVE NINER ZERO BRAVO CONTACT RUZYNE GROUND ONE TWO ONE DECIMAL NINER GOOD BYE,Routine,
360,2.72,C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1324_seg_0.wav,UNKNOWN,40.24977627263471,MIKE ALPHA KILO DESCEND FLIGHT LEVEL THREE ZERO ZERO DESCEND FLIGHT LEVEL THREE ZERO ZERO MIKE ALPHA KILO,Routine,
361,5.66,C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1325_seg_0.wav,UNKNOWN,14.173558957824753,LUFTHANSA NINER KILO YANKEE NOW START REDUCE SPEED FOR APPROACH TWO TWO ZERO KNOTS OR LESS,Routine,
362,5.47,C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1326_seg_0.wav,UNKNOWN,14.490022227875857,CSA EIGHT ECHO CHARLIE REDUCE TO,Routine,
363,1.14,C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1327_seg_0.wav,UNKNOWN,64.65478848325894,DELTA CHARLIE VICTOR HOTEL ALPHA DESCENDING FLIGHT LEVEL TWO NINER ZERO,Routine,
364,1.14,C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1328_seg_0.wav,UNKNOWN,88.49710837210031,DESCENDING LEVEL SEVEN ZERO HEADING TWO SEVEN ZERO FIVE TWO FIVE THANK YOU,EMERGENCY,Severe Stress Spike (Score: 88)
365,6.55,C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1329_seg_0.wav,UNKNOWN,15.028166813160148,KILO KILO DESCEND LEVEL,Routine,
366,2.98,C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_132_seg_0.wav,UNKNOWN,59.87274479678079,LUFTHANSA SEVEN ONE EIGHT CLIMB TO FLIGHT LEVEL THREE THREE ZERO,Routine,
367,1.44,C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1330_seg_0.wav,UNKNOWN,31.515793248918232,THREE NINER ZERO,Routine,
368,0.71,C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1331_seg_0.wav,UNKNOWN,14.062401441671788,REACH EIGHT THREE FIVE CONTACT MUNICH ONE THREE TWO POINT ONE FIVE FIVE GOOD BYE,Routine,
369,1.68,C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1332_seg_0.wav,UNKNOWN,10.573531829754891,CLEARED FOR TAKEOFF RUNWAY THREE ONE SKYTRAVEL ONE ZERO THREE EIGHT GOOD DAY,Routine,
370,2.75,C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1333_seg_0.wav,UNKNOWN,0.0,FLIGHT LEVEL TWO SIX ZERO CLIMB THREE ONE ZERO DIRECT BEPAS,Routine,
371,3.75,C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1334_seg_0.wav,UNKNOWN,16.268498539007147,MALEV EIGHT TWO FIVE ROGER LINE UP RUNWAY ONE THREE CLEARED FOR TAKEOFF WIND ZERO NINER ZERO SEVEN KNOTS,Routine,
372,2.96,C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1335_seg_0.wav,UNKNOWN,58.32787116915036,PRAGUE RADAR,Routine,
373,1.11,C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1336_seg_0.wav,UNKNOWN,5.620500717524067,AUSTRIAN FIVE FIVE ALPHA DELTA INDIA DIDN'T CATCH YOUR REQUEST DO YOU WANT TO CLIMB TO THREE EIGHT ZERO,Routine,
374,2.35,C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1337_seg_0.wav,UNKNOWN,75.85279242825146,ROGER,Elevated Risk,High Stress (Score: 75)
375,2.91,C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1338_seg_0.wav,UNKNOWN,67.18121544757699,OK WELL TAKE ROMEO THANK YOU KLM,Routine,
376,4.01,C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1339_seg_0.wav,UNKNOWN,23.443527628447967,LINING UP,Routine,
377,4.05,C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_133_seg_0.wav,UNKNOWN,14.548975458180976,LINE UP RUNWAY ONE THREE EASY FIVE FOUR NINER EIGHT,Routine,
378,3.29,C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1340_seg_0.wav,UNKNOWN,9.176295713681403,REDUCING ONE FORTY JOB AIR ZERO FIVE ONE PAPA,Routine,
379,1.71,C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1341_seg_0.wav,UNKNOWN,46.38664698482231,AIRFRANS TWO FOUR EIGHT TWO GOOD EVENING RADAR RADAR CONTACT DESCEND FLIGHT LEVEL ONE ZERO ZERO KILO INFORMATION,Routine,
380,4.87,C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1342_seg_0.wav,UNKNOWN,1.238947883055289,OK SO AGAIN VOR DME SO PREPARE VOR DME RUNWAY THREE ONE NO PROBLEM,Routine,
381,2.38,C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1343_seg_0.wav,UNKNOWN,30.61047763077909,HOTEL MIKE FOXTROT THREE REDUCE SPEED ONE EIGHT ZERO,Routine,
382,3.19,C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1344_seg_0.wav,UNKNOWN,19.69658229406518,AUSTRIAN SEVEN ZERO SEVEN PAPA RUNWAY THREE ONE CLEARED TO LAND WIND ZERO FOUR ZERO DEGREES AND FIVE KNOTS,Routine,
383,0.96,C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1345_seg_0.wav,UNKNOWN,20.24440096908308,CSA TWO MIKE DELTA CLIMB TO FLIGHT LEVEL EIGHT ZERO,Routine,
384,4.98,C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1346_seg_0.wav,UNKNOWN,13.26781705460003,CONTINUE CLIMB FLIGHT LEVEL THREE FOUR ZERO SILVER ARROWS ONE ONE XRAY PAPA,Routine,
385,2.38,C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1347_seg_0.wav,UNKNOWN,20.64620865068152,CONTRACT TWO ROMEO GOLF WHEN READY DESCEND TO FLIGHT LEVEL ONE FIVE ZERO,Routine,
386,1.48,C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1348_seg_0.wav,UNKNOWN,86.57662377386619,LOT THREE SIX TWO PROCEED TO BAVOK,EMERGENCY,Severe Stress Spike (Score: 86)
387,0.72,C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1349_seg_0.wav,UNKNOWN,100.0,EASY SIX SIX YANKEE FOR SEQUENCE SORRY FOR SHORTCUT TURN LEFT HEADING THREE FOUR ZERO,EMERGENCY,Severe Stress Spike (Score: 100)
388,2.65,C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_134_seg_0.wav,UNKNOWN,17.633056037950055,FOUR CONTACT WIEN ONE TWO ONE DECIMAL THREE FIVE ZERO GOOD BYE ONE THREE ONE THREE FIVE ZERO UPS THREE SEVEN FOUR GOOD BYE,Routine,
389,2.12,C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1350_seg_0.wav,UNKNOWN,80.49965111916478,DESCENDING ONE THREE ZERO CSA EIGHT TWO NINER DONAVIA THREE ZERO SIX CONTACT PRAHA RADAR ONE TWO SEVEN DECIMAL EIGHT TWO FIVE,Elevated Risk,High Stress (Score: 80)
390,4.98,C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1351_seg_0.wav,UNKNOWN,9.036517062617603,SWISS ONE TWO FOUR BRAVO RUNWAY THREE ONE CLEARED TO LAND WIND ZERO SEVEN ZERO DEGREES FIVE KNOTS,Routine,
391,1.87,C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1352_seg_0.wav,UNKNOWN,74.17168518282296,CSA TWO EIGHT WHISKEY PRESENT HEADING FOR SPACING,Elevated Risk,High Stress (Score: 74)
392,6.94,C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1353_seg_0.wav,UNKNOWN,19.81883944713989,QNH ONE ZERO TWO THREE TURN RIGHT HEADING TWO EIGHT ZERO CLEARED FOR ILS APPROACH RUNWAY THREE ONE,Routine,
393,2.99,C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1354_seg_0.wav,UNKNOWN,26.30184966952039,CLIMBING UP TO LEVEL TWO EIGHT ZERO,Routine,
394,5.975,C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1355_seg_0.wav,UNKNOWN,0.0,FEDEX THREE EIGHT CHECKING AT THREE ONE ZERO,Routine,
395,2.04,C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1356_seg_0.wav,UNKNOWN,35.01975648266342,CSA FIVE ZERO FIVE DESCEND FLIGHT LEVEL NINER ZERO,Routine,
396,2.95,C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1357_seg_0.wav,UNKNOWN,60.74018304214549,IN CASE YOU DON'T APPRECIATE TO DESCEND TO AIRSPACE CLASS ECHO,Routine,
397,0.74,C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1358_seg_0.wav,UNKNOWN,12.980501938622382,THREE SEVEN FIVE HAVE A GOOD BYE THREE FIVE TWO SIX,Routine,
398,1.11,C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1359_seg_0.wav,UNKNOWN,63.75215087425899,AUSTRIAN NINER TWO CHARLIE VICTOR DESCEND FLIGHT LEVEL THREE ONE ZERO,Routine,
399,3.61,C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_135_seg_0.wav,UNKNOWN,34.741445342946776,KLM FIVE FIVE TANGO TURN RIGHT HEADING ONE EIGHT ZERO,Routine,
400,2.39,C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1360_seg_0.wav,UNKNOWN,53.56729230463887,CLEARED TO LAND THREE ONE MALEV EIGHT TWO ZERO,Routine,
401,3.14,C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1361_seg_0.wav,UNKNOWN,61.14038247315811,SWISS FOUR SIX ONE FOXTROT RUNWAY THREE ONE CLEARED FOR TAKEOFF WIND TWO ZERO ZERO DEGREES FOUR KNOTS GOOD BYE,Routine,
402,2.88,C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1362_seg_0.wav,UNKNOWN,42.9591712533576,THREE NINER ZERO,Routine,
403,3.98,C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1363_seg_0.wav,UNKNOWN,45.99075238126845,PRAHA RADAR EUROTRANS SIX EIGHT ZERO TWO ANY CHANCE FLIGHT LEVEL THREE HUNDRED,Routine,
404,5.48,C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1364_seg_0.wav,UNKNOWN,3.236875066722142,MINIMUM APPROACH SPEED CSA SEVEN ZERO ONE,Routine,
405,1.53,C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1365_seg_0.wav,UNKNOWN,39.6214523828611,CONTINUE APPROACH,Routine,
406,5.9,C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1366_seg_0.wav,UNKNOWN,18.10115822323455,ARE YOU ESTABLISHED,Routine,
407,2.63,C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1367_seg_0.wav,UNKNOWN,56.126618964218736,AIRFRANS ONE NINER EIGHT ROMEO,Routine,
408,4.11,C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1368_seg_0.wav,UNKNOWN,23.821996695914702,QUALITY EIGHT NINER SIERRA GOOD MORNING,Minor Anomaly,Potential Communication Hesitation/Anomaly
409,2.91,C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1369_seg_0.wav,UNKNOWN,10.588173863893132,LUFTHANSA FOUR PAPA JULIETT THANK YOU VERY MUCH KILO LIMA FOXTROT START INBOUND,Routine,
410,3.83,C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_136_seg_0.wav,UNKNOWN,60.17293918613392,AUSTRIAN SEVEN ZERO FOUR CONTACT PRAHA RADAR ONE TWO SEVEN DECIMAL EIGHT TWO FIVE GOOD BYE,Routine,
411,4.14,C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1370_seg_0.wav,UNKNOWN,11.18957949656835,PRAHA GOOD MORNING LUFTHANSA ONE UNIFORM XRAY PASSING FLIGHT LEVEL,Routine,
412,1.85,C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1371_seg_0.wav,UNKNOWN,11.931227157879654,CLIMB LEVEL TWO EIGHT ZERO,Routine,
413,1.26,C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1372_seg_0.wav,UNKNOWN,23.054542713904304,ONE THREE LEFT AND THERE ARE DELAY ONE TWO MINUTES,Routine,
414,2.78,C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1373_seg_0.wav,UNKNOWN,65.66498864534123,GOOD,Routine,
415,5.72,C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1374_seg_0.wav,UNKNOWN,0.0,READY FOR DEPARTURE,Routine,
416,5.59,C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1375_seg_0.wav,UNKNOWN,14.706855418750742,FOUR FIVE SEVEN CONFIRM LUFTHANSA SEVEN ONE EIGHT,Routine,
417,3.05,C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1376_seg_0.wav,UNKNOWN,47.75452788250946,DIRECT TO PAPA,Routine,
418,1.84,C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1377_seg_0.wav,UNKNOWN,100.0,THREE ONE REPORT ESTABLISHED CALIBRA FOUR ZERO,EMERGENCY,Severe Stress Spike (Score: 100)
419,4.31,C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1378_seg_0.wav,UNKNOWN,5.196156320762533,SIERRA PAPA KILO PAPA SIERRA CROSSING TRAFFIC FROM LEFT TO RIGHT,Minor Anomaly,Potential Communication Hesitation/Anomaly
420,2.94,C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1379_seg_0.wav,UNKNOWN,35.820292778735066,ARIANA SEVEN ZERO SIX CONTACT BRATISLAVA ONE THREE FOUR FOUR SEVEN FIVE,Routine,
421,3.51,C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_137_seg_0.wav,UNKNOWN,4.012597378159491,ROGER APPROVED,Routine,
422,4.52,C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1380_seg_0.wav,UNKNOWN,33.311427886907914,LUFTHANSA EIGHT LIMA LIMA LINE UP RUNWAY THREE ONE BE READY FOR IMMEDIATE DEPARTURE,Routine,
423,5.14,C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1381_seg_0.wav,UNKNOWN,0.0,ONE SEVENTY TILL FOUR,Routine,
424,5.92,C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1382_seg_0.wav,UNKNOWN,18.843780090843858,RYANAIR EIGHT ZERO EIGHT SEVEN CONTACT PRAHA ONE ONE EIGHT THREE SEVEN FIVE GOOD BYE,Routine,
425,2.7,C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1383_seg_0.wav,UNKNOWN,74.06705200501865,CLEARED TO LAND RUNWAY ONE THREE,Elevated Risk,High Stress (Score: 74)
426,1.09,C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1384_seg_0.wav,UNKNOWN,14.398122701559984,DESCENDING LEVEL TWO NINER ZERO RATE OF DESCEND ONE THOUSAND FIVE HUNDRED OR MORE AIR BERLIN THREE SIX ZERO,Routine,
427,3.22,C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1385_seg_0.wav,UNKNOWN,55.798846344661285,LUFTHANSA NINER WHISKEY TANGO HELLO RADAR RADAR CONTACT CLIMB FLIGHT LEVEL ONE SIX ZERO AND CONTINUE RUNWAY HEADING FOR RADAR DEPARTURE NO SPEED,Routine,
428,3.95,C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1386_seg_0.wav,UNKNOWN,1.37626833868282,BLACKSEA NINER FOUR EIGHT PRAHA RADAR GOOD EVENING RADAR CONTACT NEW SQUAWK ONE FOUR SIX SEVEN DIRECT HOTEL DELTA OSCAR,Routine,
429,1.16,C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1387_seg_0.wav,UNKNOWN,16.59007361015079,STANDBY,Routine,
430,1.55,C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1388_seg_0.wav,UNKNOWN,24.21958151247312,LUFTHANSA SIX NOVEMBER WHISKEY DESCEND FLIGHT LEVEL TWO NINER ZERO DESCEND LEVEL TWO NINER ZERO LUFTHANSA SIX NOVEMBER WHISKEY,Routine,
431,1.84,C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1389_seg_0.wav,UNKNOWN,12.091492318963937,SPEEDBIRD TWO ZERO UNIFORM ROGER SPEED ONE EIGHT ZERO KNOTS OR LESS CONTACT RUZYNE TOWER ONE ONE EIGHT ONE BYE BYE,Routine,
432,4.43,C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_138_seg_0.wav,UNKNOWN,30.549602151599977,THREE ZERO,Routine,
433,1.72,C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1390_seg_0.wav,UNKNOWN,63.0281165155413,CLEARED TO TAXI HOLDING POINT RUNWAY THREE ONE,Routine,
434,3.79,C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1391_seg_0.wav,UNKNOWN,48.288915688395086,SWISS ONE TWO FOUR ALPHA HELLO RADAR CONTACT DESCEND FLIGHT LEVEL ONE THREE ZERO CONTINUE PRESENT HEADING,Routine,
435,1.6,C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1392_seg_0.wav,UNKNOWN,62.59508324444259,SYDNEY TOWER SRILANKAN SIX ZERO SIX BACK WITH YOU ILS ONE SIX RIGHT,Routine,
436,4.46,C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1393_seg_0.wav,UNKNOWN,74.42962984271279,SYDNEY TOWER GOOD MORNING AMERICAN SEVENTY THREE ILS THREE FOUR LEFT,Elevated Risk,High Stress (Score: 74)
437,4.46,C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1394_seg_0.wav,UNKNOWN,94.92527922457975,HELI WHISKEY CHARLIE,EMERGENCY,Severe Stress Spike (Score: 94)
438,0.9,C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1395_seg_0.wav,UNKNOWN,7.11525532946208,THANK YOU,Routine,
439,5.85,C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1396_seg_0.wav,UNKNOWN,38.577626837812126,CLEARED TO LAND RUNWAY THREE ONE CSA TWO MIKE ZULU,Routine,
440,1.315,C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1397_seg_0.wav,UNKNOWN,43.005887977965415,LUFTHANSA SEVEN TWO SEVEN DESCENDING FLIGHT LEVEL TWO FIVE ZERO,Routine,
441,3.9,C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1398_seg_0.wav,UNKNOWN,31.30545169274617,HELLO AIRFRANS TWO FOUR EIGHT THREE RUZYNE TOWER EXPECT ONE MORE LANDING,Routine,
442,0.74,C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1399_seg_0.wav,UNKNOWN,89.15838203887037,READ BACK CORRECT STARTUP IS APPROVED QNH ONE ZERO ONE FOUR,EMERGENCY,Severe Stress Spike (Score: 89)
443,7.34,C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_139_seg_0.wav,UNKNOWN,26.304838896822645,HOTEL FOXTROT OSCAR ECHO ONE AT SIX THOUSAND FEET,Routine,
444,3.13,C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_13_seg_0.wav,UNKNOWN,100.0,SPEEDBIRD EIGHT SIX ONE IS READY,EMERGENCY,Severe Stress Spike (Score: 100)
445,0.85,C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1400_seg_0.wav,UNKNOWN,81.38288467452881,UNITED ONE THREE FIVE APRON HELLO PUSH BACK AND STARTUP IS APPROVED,Elevated Risk,High Stress (Score: 81)
446,2.73,C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1401_seg_0.wav,UNKNOWN,70.11766636357238,AEROFLOT ONE FOUR ONE TURN RIGHT HEADING TWO ZERO ZERO,Elevated Risk,High Stress (Score: 70)
447,3.28,C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1402_seg_0.wav,UNKNOWN,30.71477173169552,DIRECT RAPET AIR BERLIN THREE FOUR NINER ALPHA THANK YOU,Routine,
