file_path,transcript,duration,segment_index,speaker_role
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1741_seg_0.wav,LUFTHANSA FIVE PAPA JULIETT ONE THREE ONE ZERO FIVE FIVE BYE BYE,7.86,825,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1742_seg_0.wav,MALEV EIGHT TWO FOUR ILS ESTABLISHED RUNWAY ONE THREE,4.0,826,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1743_seg_0.wav,LEVEL ZERO NINER ZERO BYE BYE LUFTHANSA FOUR YANKEE MIKE,2.58,827,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1744_seg_0.wav,GOOD EVENING LUFTHANSA EIGHT HOTEL ROMEO PASSING TWO THOUSAND FIVE HUNDRED CLIMBING FIVE THOUSAND,2.77,828,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1745_seg_0.wav,HOTEL GOLF BRAVO STRAIGHT IN TWO FIVE NUMBER ONE,2.33,829,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1746_seg_0.wav,HOTEL YANKEE XRAY MAKE ONE ORBIT TO THE LEFT REPORT COMPLETED,2.23,830,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1747_seg_0.wav,ALPHA CLEARED LEVEL IS TWO,0.76,831,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1748_seg_0.wav,CSA NINER TWO TWO LINE UP RUNWAY THREE ONE,2.68,832,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1749_seg_0.wav,CONDOR FIVE TWO TWO PRAHA HELLO RADAR CONTACT CLIMB FLIGHT LEVEL THREE THREE ZERO,1.705,833,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_174_seg_0.wav,FRACTION FIVE SEVEN SIX HOTEL DESCEND TO FOUR THOUSAND FEET CLEARED ARP APPROACH RUNWAY ONE FOUR REPORT AIRBORNE TRACK ESTABLISHED,2.62,834,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1750_seg_0.wav,PRAHA LUFTHANSA FOUR JULIETT ALPHA,2.23,835,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1751_seg_0.wav,SINGAPORE,6.61,836,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1752_seg_0.wav,POINT THREE ONE,4.53,837,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1753_seg_0.wav,AIRFRANS ONE ZERO EIGHT ZULU,2.81,838,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1754_seg_0.wav,HOTEL SIERRA FOUR DESCEND FLIGHT LEVEL TWO NINER ZERO,3.74,839,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1755_seg_0.wav,LUFTHANSA NINER ALPHA FOXTROT DESCEND FLIGHT LEVEL TWO NINER ZERO,1.11,840,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1756_seg_0.wav,HOTEL OSCAR FOXTROT FREQUENCY CHANGE APPROVED,1.8,841,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1757_seg_0.wav,MOSQUITO ONE FIVE BRAVO CORRECT AND KEEP AN EYES FOR GLIDER ACTIVITY NORTH OF THE FIELD,0.76,842,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1758_seg_0.wav,GOOD AFTERNOON VICTOR PAPA BRAVO DELTA XRAY PRAHA RADAR CONTACT,1.17,843,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1759_seg_0.wav,RUNWAY THREE FOUR LEFT CLEARED TO LAND QUANTAS ONE FORTY SIX,2.52,844,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_175_seg_0.wav,HI THREE TWO CLEARED TAKEOFF SWISS AMBULANCE SIX ONE,3.53,845,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1760_seg_0.wav,DESCENDING FLIGHT LEVEL ONE THREE ZERO FOR THREE ONE CSA THREE MIKE ZULU,0.98,846,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1761_seg_0.wav,LUFTHANSA SEVEN ONE FOUR ONE FOUR SIX ONE IS COMING DOWN,4.23,847,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1762_seg_0.wav,RIGHT TURNS DIRECT TO KOLAD LUFTHANSA NINER ECHO LIMA THANK YOU WELCOME,0.78,848,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1763_seg_0.wav,HOTEL BRAVO SIERRA CHARLIE TANGO BERN TOWER HELLO TAXI VIA KILO TO TERMINAL NORTH,3.07,849,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1764_seg_0.wav,HOTEL BRAVO GOLF KILO ECHO ONE FOUR THOUSAND FEET,2.31,850,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1765_seg_0.wav,GOOD AFTERNOON AIRFRANS ONE NINER EIGHT,4.68,851,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1766_seg_0.wav,MALAYSIAN SIX PRAHA GOOD MORNING RADAR CONTACT DESCEND FLIGHT LEVEL THREE HUNDRED CROSS RAPET AT LEVEL,2.79,852,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1767_seg_0.wav,SEVEN SEVEN ZERO GOOD NIGHT,5.32,853,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1768_seg_0.wav,RADAR GROSJET SEVEN WHISKEY CONFIRM FLIGHT LEVEL ONE SIX ZERO,1.07,854,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1769_seg_0.wav,ONE THREE FIVE ONE CAN YOU SAY IT AGAIN,1.08,855,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_176_seg_0.wav,OSCAR KILO KILO UNIFORM NOVEMBER PROCEED DIRECT BALTU,4.91,856,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1770_seg_0.wav,NAV CHECKER FIVE ONE ONE GO AROUND CLIMBING FIVE SEVEN THOUSAND FEET,4.67,857,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1771_seg_0.wav,SWISS AMBULANCE SIX ONE WIND ZERO THREE ZERO DEGREES FOUR KNOTS RUNWAY THREE TWO CLEARED TAKEOFF,3.21,858,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1772_seg_0.wav,RUNWAY ONE SIX RIGHT CLEARED TO LAND JETSTAR FIVE ZERO EIGHT,5.2,859,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1773_seg_0.wav,TOWER LUFTHANSA NINER LIMA CHARLIE HELLO WE ARE READY,2.1,860,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1774_seg_0.wav,ONE CSA FIVE ZERO NINER,2.65,861,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1775_seg_0.wav,QATARI SIX ZERO TWO THREE WHEN READY DESCEND FLIGHT LEVEL THREE ZERO ZERO REACH LEVEL BY RAPET,5.48,862,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1776_seg_0.wav,NOVEMBER AND,3.52,863,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1777_seg_0.wav,NEXT IS BRAVO NAV CHECKER FIVE ONE ONE,3.96,864,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1778_seg_0.wav,THREE THREE FOUR ONE ZERO BYE TURKISH ONE NINER FIVE FIVE,2.78,865,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1779_seg_0.wav,LANDING ON DISCRETION FIVE TWO TWO FIVE HOTEL YANKEE,1.64,866,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_177_seg_0.wav,CSA FOUR NINER FOUR RUNWAY ONE THREE CLEARED FOR,0.76,867,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1780_seg_0.wav,PAKISTAN SEVEN ZERO NINER CONTACT RHEIN ONE THREE THREE DECIMAL EIGHT SIX ZERO GOOD,2.08,868,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1781_seg_0.wav,LUFTHANSA TWO FOUR THREE FIVE ONE THREE FIVE ONE THREE FIVE BYE,3.26,869,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1782_seg_0.wav,HOTEL BRAVO VICTOR ROGER AFTER WHISKEY ONE PROCEED DIRECT SIERRA,0.73,870,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1783_seg_0.wav,ONE TWO ONE DECIMAL EIGHT FIVE FIVE SWISS TWO ZERO SIX SEVEN,1.27,871,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1784_seg_0.wav,RIGA QUEBEC LIMA TRAFFIC SINGLE ENGINE AT YOUR TEN O'CLOCK POSITION FOUR MILES CROSSING FROM LEFT TO RIGHT AT FIVE THOUSAND FIVE HUNDRED FEET,3.2,872,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1785_seg_0.wav,TAKE,3.82,873,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1786_seg_0.wav,AEROFLOT ONE FOUR THREE,1.73,874,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1787_seg_0.wav,ONE TWO FIVE BYE BYE,3.19,875,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1788_seg_0.wav,TOWER BEELINE SEVEN ZERO VICTOR WE CAN ACCEPT ROMEO DEPARTURE,1.62,876,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1789_seg_0.wav,EMIRATES EIGHT EIGHT WIND ZERO FOUR ZERO THREE IS NINER KNOTS RUNWAY ONE ZERO CLEARED FOR TAKEOFF,2.49,877,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_178_seg_0.wav,STOP AT THE HOLDING POINT,6.35,878,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1790_seg_0.wav,FIVE TWO THREE DIRECT HOTEL OSCAR HOTEL DELTA OSCAR,4.68,879,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1791_seg_0.wav,PRAHA APPROACH,1.04,880,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1792_seg_0.wav,THAT'S CORRECT,2.43,881,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1793_seg_0.wav,TOWER GOOD AFTERNOON EMIRATES NINER TWO FOUR TWO CLEARED ILS THREE FOUR LEFT SEVEN MILES FINAL,7.09,882,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1794_seg_0.wav,SIX ZERO TWO THREE CALL YOU WHEN LEAVING,2.46,883,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1795_seg_0.wav,ZERO PAPA ONE,0.96,884,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1796_seg_0.wav,SIX YANKEE HELLO RUZYNE TOWER HOLD,1.02,885,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1797_seg_0.wav,SKYTRAVEL TWO EIGHT TWO SEVEN AND THERE IS CLOSED ECHO AIRSPACE BELOW FLIGHT LEVEL ONE HUNDRED SO IF YOU WISH TO AVOID CLASS ECHO AIRSPACE NEXT DESCEND IN TWO ZERO MILES,3.65,886,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1798_seg_0.wav,CLIMB FLIGHT LEVEL EIGHT ZERO CSA THREE KILO FOXTROT,5.83,887,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1799_seg_0.wav,SILVER ARROWS ONE ONE XRAY PAPA CONTACT PRAHA ONE THREE THREE DECIMAL THREE NINER ZERO GOOD BYE,6.14,888,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_179_seg_0.wav,CONTINUE APPROACH THREE FOUR ELEVEN VACATE VIA ALPHA TWO SINGAPORE TWO THIRTY ONE,1.34,889,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_17_seg_0.wav,HOTEL OSCAR QNH ONE ZERO THREE TAXI THREE TWO INTERSECTION FOXTROT,4.12,890,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1800_seg_0.wav,THREE ONE CLEARED TO LAND CSA EIGHT TANGO,0.71,891,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1801_seg_0.wav,THREE FOUR ZERO ON THE HEADING CLEARED ILS RUNWAY THREE ONE,3.4,892,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1802_seg_0.wav,TOWER CONNIE EIGHT THIRTY FIVE ON THE ILS ONE SIX THREE,2.79,893,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1803_seg_0.wav,OH AND INTERCEPT LOCALIZER RUNWAY THREE ONE,2.99,894,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1804_seg_0.wav,RUNWAY THREE ONE,2.36,895,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1805_seg_0.wav,MOSQUITO SIX ZERO ECHO READY TO CHECK,0.76,896,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1806_seg_0.wav,ROGER BRAVO THREE ZERO FOUR THREE AFFIRM CLIMB MAXIMUM FIVE THOUSAND FIVE HUNDRED FEET,6.03,897,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1807_seg_0.wav,SION VICTOR OSCAR HOOK MISSION COMPLETED NOW LANDING VICTOR CALL YOU BEFORE DEPARTURE,0.96,898,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1808_seg_0.wav,EIGHT EIGHT SEVEN FULLY,2.67,899,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1809_seg_0.wav,CLIMB FLIGHT LEVEL THREE THREE ZERO LUFTHANSA ONE UNIFORM XRAY,3.28,900,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_180_seg_0.wav,CSA SIX EIGHT EIGHT LINE UP RUNWAY THREE ONE LINE UP THREE ONE CSA SIX EIGHT EIGHT,1.45,901,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1810_seg_0.wav,CONTINUE DOWN TO FOUR THOUSAND FEET QNH ONE ZERO TWO TWO RUSSIA TWO TWO ONE,3.62,902,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1811_seg_0.wav,HELI HOTEL YANKEE WIND TWO FOUR ZERO DEGREES ONE FIVE KNOTS FIVE TWO TWO FIVE LANDING ON DISCRETION,4.61,903,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1812_seg_0.wav,FIVE DEGREES TO THE LEFT CSA SEVEN KILO GOLF,3.875,904,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1813_seg_0.wav,CONTACTING PRAHA ONE THREE FIVE DECIMAL ONE THREE FIVE AIR BERLIN FIVE THREE ONE GOOD DAY,4.155,905,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1814_seg_0.wav,LUFTHANSA TWO ECHO KILO DESCEND FLIGHT LEVEL TWO NINER ZERO RATE ONE THOUSAND OR GREATER,0.85,906,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1815_seg_0.wav,CLIMBING UP LEVEL THREE THREE ZERO AUSTRIAN THREE ZERO ONE HOTEL,3.6,907,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1816_seg_0.wav,STARTUP OWN DISCRETION EUROTRANS ONE THREE JULIETT,6.0,908,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1817_seg_0.wav,CSA NINER TWO ONE DESCEND TO FLIGHT LEVEL TWO THREE ZERO,2.4,909,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1818_seg_0.wav,QANTAS SIX FORTY TWO SYDNEY TOWER GOOD DAY,2.29,910,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1819_seg_0.wav,EUROTRANS ONE THREE JULIETT STARTUP APPROVED OWN DISCRETION,2.14,911,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_181_seg_0.wav,NAV CHECKER FIVE ONE ONE REPORTING ONE THOUSAND TEN THOUSAND FEET,5.52,912,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1820_seg_0.wav,SWISS FOUR SIX ONE FOXTROT RADAR RADAR CONTACT CLIMB TO FLIGHT LEVEL NINER ZERO,6.48,913,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1821_seg_0.wav,HOTEL LIMA HOLD SHORT OF TWO FOUR SKYTRAVEL,4.44,914,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1822_seg_0.wav,AUSTRIAN SEVEN ZERO NINER DESCEND FLIGHT LEVEL ONE ZERO ZERO DESCENDING FLIGHT LEVEL ONE HUNDRED AUSTRIAN SEVEN ZERO NINER,3.6,915,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1823_seg_0.wav,LUFTHANSA TWO JULIETT WHISKEY BEHIND LANDING TRAFFIC SHORT FINAL DASH LINE UP RUNWAY THREE ONE BEHIND,1.84,916,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1824_seg_0.wav,LINE UP ONE THREE AUSTRIAN SEVEN ONE TWO ZULU,6.36,917,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1825_seg_0.wav,PRAHA RADAR JET AIRWAYS ONE ONE NINER GOOD MORNING MAINTAINING FLIGHT LEVEL THREE THREE ZERO DIRECT TO INITA,4.84,918,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1826_seg_0.wav,GERMANWINGS TWO ONE ZERO CLIMB LEVEL THREE FOUR ZERO,1.94,919,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1827_seg_0.wav,ONE ONE EIGHT THREE SEVEN FIVE AEROFLOT ONE FIVE ZERO THANK YOU BYE,3.82,920,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1828_seg_0.wav,HELLO RADAR SKYTRAVEL ONE ONE NINER TWO PASSING ONE THOUSAND SIX,2.45,921,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1829_seg_0.wav,YEAH JUST FROM HERE DELIVERY START IN ONE HOUR OK,0.73,922,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_182_seg_0.wav,CLIMB LEVEL THREE ONE ZERO SCANDINAVIAN TWO SIX SIX TWO,2.97,923,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1830_seg_0.wav,GO AHEAD,2.55,924,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1831_seg_0.wav,LUFTHANSA SEVEN EIGHT SEVEN RUNWAY THREE ONE CLEARED TO LAND WIND ONE EIGHT ZERO DEGREES TWO KNOTS LUFTHANSA SEVEN EIGHT SEVEN RUNWAY THREE ONE CLEARED TO LAND,1.59,925,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1832_seg_0.wav,PRAHA RADAR SKYTRAVEL ONE TWO ZERO ONE DIRECTION,6.77,926,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1833_seg_0.wav,CSA NINER SIX SEVEN DESCEND FLIGHT LEVEL ONE ZERO ZERO,5.57,927,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1834_seg_0.wav,TOWER CSA,3.76,928,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1835_seg_0.wav,PRAHA GOOD AFTERNOON MALAYSIAN TWO ONE FLIGHT LEVEL THREE THREE ZERO SQUAWKING ZERO SIX FOUR SEVEN MALAYSIAN TWO ONE HELLO RADAR CONTACT MAINTAIN FLIGHT LEVEL THREE THREE ZERO,2.41,929,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1836_seg_0.wav,LINE UP RUNWAY THREE ONE AND WAIT AT NUMBER TWO CSA EIGHT,2.21,930,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1837_seg_0.wav,DESCENDING FOUR THOUSAND ONE ZERO TWO THREE CLEARED ILS THREE ONE CLEARED ESTABLISH MALEV EIGHT TWO ZERO,5.36,931,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1838_seg_0.wav,AIRFRANS ONE ZERO EIGHT TWO TURN RIGHT HEADING ONE ZERO ZERO CLEARED FOR ILS APPROACH RUNWAY ONE THREE,5.08,932,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1839_seg_0.wav,NOR SHUTTLE ONE FIVE ZERO TWO DESCEND FLIGHT LEVEL ONE ZERO ZERO,4.32,933,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_183_seg_0.wav,AIRFRANS TWO TWO FIVE CONTACT RHEIN ONE THREE SIX DECIMAL FOUR ZERO FIVE GOOD DAY,4.22,934,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1840_seg_0.wav,PRAHA RADAR GOOD MORNING DELTA CHARLIE VICTOR HOTEL ALPHA FLIGHT LEVEL THREE ONE ZERO ON COURSE OSCAR KILO GOLF,4.39,935,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1841_seg_0.wav,GOOD AFTERNOON LUFTHANSA SEVEN,0.7,936,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1842_seg_0.wav,PRAHA GOOD MORNING,3.32,937,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1843_seg_0.wav,CSA SIX THREE ONE PROCEED PAPA ROMEO NINER ONE FOUR,5.64,938,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1844_seg_0.wav,SKYTRAVEL ONE ONE ZERO THREE DESCEND FLIGHT LEVEL NINER ZERO CONTACT RADAR ONE ONE NINER DECIMAL ZERO GOOD BYE,6.22,939,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1845_seg_0.wav,QUALITY ZERO TWO SEVEN GOOD MORNING CALL US ON ONE THREE THREE DECIMAL THREE NINER ZERO,2.43,940,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1846_seg_0.wav,TWO THOUSAND FEET,4.09,941,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1847_seg_0.wav,CORRECT REPORT YOUR ESTIMATE FOR PRIBRAM,2.552,942,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1848_seg_0.wav,ONE THREE FOUR EIGHT SEVEN FIVE SEVEN EIGHT BYE BYE,3.64,943,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1849_seg_0.wav,CSA EIGHT ZERO TWO FOR FURTHER CLIMB CONTACT PRAHA ONE THREE THREE DECIMAL FOUR ONE ZERO GOOD BYE,5.53,944,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_184_seg_0.wav,RUZYNE RADAR GOOD AFTERNOON DONAVIA THREE ZERO SIX PASSING TWO THOUSAND FEET CLIMBING FIVE THOUSAND FEET,1.51,945,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1850_seg_0.wav,PRAHA RADAR GOOD DAY LUFTHANSA TWO FIVE TWO SEVEN LEVEL THREE FOUR ZERO,4.66,946,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1851_seg_0.wav,NINER ZERO CSA NINER SIX ZERO,7.23,947,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1852_seg_0.wav,LUFTHANSA SEVEN EIGHT SEVEN TOWER GOOD MORNING ROGER,6.41,948,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1853_seg_0.wav,DESCEND LEVEL ONE HUNDRED WE HAVE INFORMATION OSCAR AND SAY AGAIN SWEDESTAR ZERO FIVE ONE,4.18,949,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1854_seg_0.wav,LUFTHANSA FIVE JULIETT WHISKEY CONTACT PRAHA ONE THREE THREE THREE NINER ZERO BYE BYE,4.62,950,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1855_seg_0.wav,AIR BERLIN FIVE THREE ONE DESCEND FLIGHT LEVEL TWO NINER ZERO,0.8,951,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1856_seg_0.wav,SIX TWO ONE,1.96,952,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1857_seg_0.wav,AIR BERLIN TWO EIGHT TWO GOLF DESCEND FLIGHT LEVEL,2.49,953,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1858_seg_0.wav,SEVEN THREE EIGHT PATKA APPROVED,3.75,954,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1859_seg_0.wav,CSA SEVEN ALPHA JULIETT REDUCE SPEED ONE EIGHT ZERO,4.21,955,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_185_seg_0.wav,YANGZTE RIVER SEVEN,4.11,956,UNKNOWN
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1860_seg_0.wav,AFFIRM YOUR FLIGHT PLAN HAS EXPIRED NOW SO SEND DELAY MESSAGE PLEASE,2.44,957,UNKNOWN
