file_path,transcript,duration,segment_index,speaker_role,stress_score,alert_level,Manual_Risk_Label,true_label,predicted_label
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1423_seg_0.wav,AFFIRM WHATS YOUR REQUESTED LEVEL,5.76,470,UNKNOWN,5.570303897881914,EMERGENCY,low,0,3
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1424_seg_0.wav,TAXI GOING AROUND NAV CHECKER FIVE ONE ONE,2.37,471,UNKNOWN,28.926115253333933,EMERGENCY,low,0,3
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1431_seg_0.wav,RYAN AIR SEVEN ROMEO MIKE ROUTE REACHING AND HOLDING RUNWAY TWO FOUR WE ARE READY FOR DEPARTURE,1.13,479,UNKNOWN,58.28576772310851,EMERGENCY,moderate,1,3
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1432_seg_0.wav,NUMBER ONE REPORT FINAL HOTEL ECHO XRAY,2.97,480,UNKNOWN,19.15930575486308,EMERGENCY,low,0,3
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1433_seg_0.wav,RADAR GOOD EVENING,5.23,481,UNKNOWN,56.266676719039786,EMERGENCY,moderate,1,3
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1438_seg_0.wav,UPS TWO NINER FIVE CONTACT TOWER FREQUENCY ONE THREE FOUR FIVE SIX ZERO BYE,2.19,486,UNKNOWN,51.99223231960691,EMERGENCY,moderate,1,3
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1440_seg_0.wav,FRANCE TWO FOUR EIGHT THREE,2.64,489,UNKNOWN,40.86591338835941,EMERGENCY,moderate,1,3
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1441_seg_0.wav,BEHIND LANDING TRAFFIC ON SHORT FINAL,3.84,490,UNKNOWN,100.0,EMERGENCY,critical,3,3
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1444_seg_0.wav,BERN TOWER HELLO AGAIN HOTEL BRAVO KILO GOLF NOVEMBER ZULU FIVE THOUSAND FEET DESCENDING INFORMATION CHARLIE FOR LANDING BY ROUTE ZULU,4.11,493,UNKNOWN,46.268002189115386,EMERGENCY,moderate,1,3
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1446_seg_0.wav,HELLO CIMBER ZERO FOUR TWO NINER PRAHA RADAR CONTACT PROCEED HOTEL DELTA OSCAR,0.81,495,UNKNOWN,12.63714423881904,EMERGENCY,low,0,3
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1448_seg_0.wav,NAVIGATION,5.62,497,UNKNOWN,13.58469943219972,EMERGENCY,low,0,3
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_144_seg_0.wav,KILO NOVEMBER FIVE ONE ONE WE ARE,6.98,499,UNKNOWN,42.68546521223863,EMERGENCY,moderate,1,3
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1451_seg_0.wav,THREE RUNWAY ONE THREE,5.97,501,UNKNOWN,34.98763546593125,EMERGENCY,moderate,1,3
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1455_seg_0.wav,HOTEL FOUR SIX FIVE TOWER HELLO LINE UP RUNWAY ONE ZERO,2.52,505,UNKNOWN,9.283486986975014,EMERGENCY,low,0,3
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_145_seg_0.wav,UKRAINE CHARTER FIVE NINER SIX DIRECT TO TANGO BRAVO VICTOR THANK YOU,2.38,510,UNKNOWN,46.66893979183391,EMERGENCY,moderate,1,3
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1460_seg_0.wav,AIRFRANS TWO FOUR EIGHT TWO VACATE LEFT CONTACT GROUND ONE TWO ONE POINT NINER,4.73,511,UNKNOWN,6.157054666954885,EMERGENCY,low,0,3
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1471_seg_0.wav,TWO NINER ZERO AIR MALTA FIVE THREE EIGHT,6.43,523,UNKNOWN,100.0,EMERGENCY,critical,3,3
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1472_seg_0.wav,REX SIXTY ONE SEVENTY FIVE SYDNEY TOWER GOOD AFTERNOON,3.58,524,UNKNOWN,0.0,Routine,low,0,0
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1474_seg_0.wav,WINDGOOSE TWO ONE TWO CONTACT PRAHA RADAR ONE TWO SEVEN DECIMAL EIGHT TWO FIVE GOOD DAY,4.06,526,UNKNOWN,13.195757801869384,EMERGENCY,low,0,3
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1481_seg_0.wav,APPROACH CSA FIVE DELTA ROMEO,5.61,534,UNKNOWN,86.67212628850302,EMERGENCY,critical,3,3
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1488_seg_0.wav,RADAR GOOD AFTERNOON MIKE ALPHA KILO ALPHA KILO FLIGHT LEVEL THREE HUNDRED,6.53,541,UNKNOWN,0.0,Routine,low,0,0
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1493_seg_0.wav,SINGAPORE TWO SIX PRAHA GOOD MORNING RADAR CONTACT DESCEND FLIGHT LEVEL THREE ZERO ZERO REACH LEVEL BY RAPET,0.8,547,UNKNOWN,37.43977230510319,EMERGENCY,moderate,1,3
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1496_seg_0.wav,SQUAWK ONE FOUR FIVE THREE,2.46,550,UNKNOWN,42.76770637703099,EMERGENCY,moderate,1,3
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1498_seg_0.wav,CSA SEVEN FOUR TWO PROCEED RESUME OWN NAVIGATION DIRECT OSCAR KILO GOLF,3.21,552,UNKNOWN,46.54855542291099,EMERGENCY,moderate,1,3
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_149_seg_0.wav,NINER WHISKEY ALPHA,4.13,555,UNKNOWN,10.320707049601282,EMERGENCY,low,0,3
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1501_seg_0.wav,RIGHT TURN HEADING TWO EIGHT ZERO TO LOCALIZER THREE ONE KLM THREE FIVE,6.715,558,UNKNOWN,0.0,Routine,low,0,0
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1502_seg_0.wav,SIERRA VICTOR WHISKEY ONE ONE XRAY PAPA CLIMBING THREE ONE ZERO ON COURSE,1.03,559,UNKNOWN,32.54047217985705,EMERGENCY,moderate,1,3
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1504_seg_0.wav,FOUR ONE ZERO BYE BYE AIR BERLIN NINER ONE FIVE VICTOR,2.51,561,UNKNOWN,29.208570652016963,EMERGENCY,low,0,3
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1505_seg_0.wav,INFORMATION MIKE,2.08,562,UNKNOWN,100.0,EMERGENCY,critical,3,3
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1508_seg_0.wav,RADAR ROGER,4.8,565,UNKNOWN,52.9719020363247,EMERGENCY,moderate,1,3
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1510_seg_0.wav,NOT YET BUT CONTINUE PRESENT HEADING FOR SHORTCUT,3.55,568,UNKNOWN,24.351718816377176,EMERGENCY,low,0,3
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1523_seg_0.wav,HOTEL ROMEO NOVEMBER FIVE ONE ONE CLIMB FLIGHT LEVEL TWO EIGHT ZERO,4.99,582,UNKNOWN,36.285226854571945,EMERGENCY,moderate,1,3
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1525_seg_0.wav,THREE ONE REPORT ESTABLISHED ON FINAL TRACK,1.31,584,UNKNOWN,0.0552225833014929,Routine,low,0,0
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1531_seg_0.wav,LUFTHANSA TWO KILO VICTOR DESCENDING LEVEL THREE HUNDRED TO REACH BY RAPET,3.43,591,UNKNOWN,41.69542051554799,EMERGENCY,moderate,1,3
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1533_seg_0.wav,PRAHA GOOD EVENING AUSTRIAN THREE ZERO SEVEN ZULU LEVEL TWO SIX TWO FOR TWO EIGHT ZERO,4.43,593,UNKNOWN,58.26223706863663,EMERGENCY,moderate,1,3
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1535_seg_0.wav,EXPECT,2.42,595,UNKNOWN,58.49598290120566,EMERGENCY,moderate,1,3
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1537_seg_0.wav,FOUR SEVEN FIVE GOOD BYE,4.46,597,UNKNOWN,33.56301123113636,EMERGENCY,moderate,1,3
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1539_seg_0.wav,APPROVED,3.53,599,UNKNOWN,43.64768694479327,EMERGENCY,moderate,1,3
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1541_seg_0.wav,QUALITY EIGHT NINER SIERRA IF YOU LIKE YOU CAN USE INTERSECTION FOR DEPARTURE,0.71,602,UNKNOWN,35.32105921282995,EMERGENCY,moderate,1,3
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1548_seg_0.wav,ONE SIX ZERO SPEEDBIRD EIGHT FIVE FIVE,4.54,609,UNKNOWN,34.665901908473685,EMERGENCY,moderate,1,3
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1550_seg_0.wav,ONE TWO SEVEN ONE TWO FIVE GOOD BYE AUSTRIAN TWO SEVEN FOUR CHARLIE MAINTAINING TWO NINER ZERO,1.98,612,UNKNOWN,29.52821537986693,EMERGENCY,low,0,3
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1551_seg_0.wav,DIRECT MIKOV AEROFLOT TWO SEVEN THREE,1.84,613,UNKNOWN,16.3812515853598,EMERGENCY,low,0,3
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1560_seg_0.wav,SYDNEY TOWER JETSTAR SEVEN SIXTY SEVEN,3.53,623,UNKNOWN,0.0,Routine,low,0,0
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1561_seg_0.wav,ROGER QUEBEC AND DESCENDING FLIGHT LEVEL ONE HUNDRED ONE ZERO ZERO AUSTRIAN SEVEN ZERO THREE,3.53,624,UNKNOWN,34.470393799178694,EMERGENCY,moderate,1,3
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1565_seg_0.wav,SKYTRAVEL ONE ZERO THREE FIVE LEFT HEADING ZERO EIGHT ZERO DESCEND FLIGHT LEVEL NINER ZERO,5.075,628,UNKNOWN,39.29696277214991,EMERGENCY,moderate,1,3
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1568_seg_0.wav,PAPA MIKE VACATE TO THE LEFT AND THEN STRAIGHT AHEAD UNTIL FURTHER ADVISED,5.8,631,UNKNOWN,18.93182583021613,EMERGENCY,low,0,3
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1569_seg_0.wav,TAKEOFF SIERRA NUMBER ONE,0.79,632,UNKNOWN,15.740425393034355,EMERGENCY,low,0,3
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_156_seg_0.wav,SPEEDBIRD ONE TWO FOUR FLY MACH NUMBER DECIMAL EIGHT THREE OR LESS,3.57,633,UNKNOWN,53.090440119965486,EMERGENCY,moderate,1,3
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1571_seg_0.wav,CLEARED TO LAND RUNWAY THREE ONE DONAVIA THREE ZERO FIVE,4.9,635,UNKNOWN,10.525886792901185,EMERGENCY,low,0,3
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1576_seg_0.wav,PRAHA HELLO BEELINE ONE MIKE MIKE LEVEL THREE THREE ZERO ON COURSE TO INITA,5.68,640,UNKNOWN,16.91044628606511,EMERGENCY,low,0,3
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1577_seg_0.wav,SIERRA ECHO LIMA VICTOR OSCAR CONTACT PRAHA RADAR ONE ONE EIGHT DECIMAL THREE SEVEN FIVE GOOD BYE,4.47,641,UNKNOWN,0.0,Routine,low,0,0
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1580_seg_0.wav,OSCAR KILO FOXTROT ALPHA SIERRA APPROACHING ZULU,3.9,645,UNKNOWN,39.214638595068585,EMERGENCY,moderate,1,3
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1581_seg_0.wav,RIGHT HEADING TWO TWO ZERO REDUCING TWO TWO ZERO CSA FOUR ALPHA YANKEE,1.99,646,UNKNOWN,40.9446654564406,EMERGENCY,moderate,1,3
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1585_seg_0.wav,LUFTHANSA TWO FIVE THREE ONE DESCENDING TWO FIVE ZERO TO BE KOLAD AT LEVEL,2.44,650,UNKNOWN,59.72878759789268,EMERGENCY,moderate,1,3
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1587_seg_0.wav,DELTA HOTEL GOLF WIND ZERO FIVE ZERO DEGREES ONE TWO KNOTS GUSTING ONE SEVEN RUNWAY ONE FOUR CLEARED TO LAND,6.14,652,UNKNOWN,33.86332045028199,EMERGENCY,moderate,1,3
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1588_seg_0.wav,ALITALIA FIVE SEVEN ONE APRON HELLO PUSH BACK AND STARTUP IS APPROVED,3.89,653,UNKNOWN,4.422072488170073,EMERGENCY,low,0,3
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1593_seg_0.wav,SWISS AIR FORCE ZERO FOUR TWO READ BACK CORRECT,2.78,659,UNKNOWN,28.033812153263803,EMERGENCY,low,0,3
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1595_seg_0.wav,MORNING KLM,2.42,661,UNKNOWN,11.646099579284112,EMERGENCY,low,0,3
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1596_seg_0.wav,CSA EIGHT ZERO FIVE WHEN READY DESCEND FLIGHT LEVEL TWO NINER ZERO,0.71,662,UNKNOWN,100.0,EMERGENCY,critical,3,3
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1597_seg_0.wav,GOOD EVENING RADAR CONTACT DIRECT MIKOV,0.83,663,UNKNOWN,100.0,EMERGENCY,critical,3,3
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_159_seg_0.wav,CSA TWO EIGHT SEVEN DESCEND FOUR THOUSAND FEET QNH ONE ZERO TWO THREE CLEARED ILS THREE ONE,2.09,666,UNKNOWN,100.0,EMERGENCY,critical,3,3
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1600_seg_0.wav,HOTEL WHISKEY ECHO NOW THREE THOUSAND TWO HUNDRED FEET AND LEAVE THE COMMAND FOR SEVEN THOUSAND FREQUENCY CHANGE APPROVED,7.27,668,UNKNOWN,25.012098437326465,EMERGENCY,low,0,3
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1601_seg_0.wav,CSA TWO NINER SIX AFFIRM,4.61,669,UNKNOWN,18.56013079678097,EMERGENCY,low,0,3
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1605_seg_0.wav,EMIRATES ONE THREE NINER DESCEND FLIGHT LEVEL TWO NINER ZERO,3.05,673,UNKNOWN,19.78371552261088,EMERGENCY,low,0,3
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1616_seg_0.wav,DIRECT RAPET LUFTHANSA SIX KILO VICTOR,2.75,685,UNKNOWN,39.20938024445571,EMERGENCY,moderate,1,3
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1618_seg_0.wav,THREE FOUR TWO SIX JOINING RIGHT HAND DOWNWIND RUNWAY TWO FIVE GRASS,2.44,687,UNKNOWN,100.0,EMERGENCY,critical,3,3
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1621_seg_0.wav,SYDNEY TOWER QANTAS SIX FORTY TWO,6.77,691,UNKNOWN,20.280948842581115,EMERGENCY,low,0,3
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1625_seg_0.wav,QUALITY NINER ONE ROMEO DESCEND FLIGHT LEVEL SIX ZERO,6.8,695,UNKNOWN,26.325798413741403,EMERGENCY,low,0,3
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1627_seg_0.wav,HOTEL XRAY QUEBEC ROGER FREQUENCY CHANGE APPROVED TALK TO YOU LATER,1.42,697,UNKNOWN,92.78629790899473,EMERGENCY,critical,3,3
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1636_seg_0.wav,TOWER HELLO SWISS ONE TWO FIVE VICTOR IS,7.25,707,UNKNOWN,39.29825708540559,EMERGENCY,moderate,1,3
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1639_seg_0.wav,RIGHT TURN RAPET CONTRACT ONE ROMEO GOLF CSA NINER SIX SEVEN DESCEND ALTITUDE FOUR THOUSAND FEET QNH ONE ZERO ONE EIGHT,3.13,710,UNKNOWN,1.1483269641456744,EMERGENCY,low,0,3
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1642_seg_0.wav,LUXAIR FIVE FOUR EIGHT TWO GOOD MORNING ROGER HOLD POSITION,3.82,714,UNKNOWN,10.908941485417834,EMERGENCY,low,0,3
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1643_seg_0.wav,CSA SIX ONE NINER,2.97,715,UNKNOWN,100.0,EMERGENCY,critical,3,3
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1645_seg_0.wav,CSA FOUR YANKEE ALPHA REDUCE SPEED TO ONE EIGHT ZERO OR LESS,2.55,717,UNKNOWN,14.239218427373544,EMERGENCY,low,0,3
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1650_seg_0.wav,CONTACT VIA ROMEO GOLF CONTACT PRAHA RADAR ONE TWO ZERO DECIMAL TWO SEVEN FIVE GOOD BYE,5.76,723,UNKNOWN,10.86729446600561,EMERGENCY,low,0,3
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1666_seg_0.wav,AIR BERLIN EIGHT SEVEN VICTOR PRAHA HOW DO YOU READ,4.07,740,UNKNOWN,35.121452630768594,EMERGENCY,moderate,1,3
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1682_seg_0.wav,FLY NIKI EIGHT FOUR NINER ZERO CONTACT PRAHA ONE THREE FOUR DECIMAL FIVE NINER ZERO GOOD,3.24,759,UNKNOWN,100.0,EMERGENCY,critical,3,3
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1686_seg_0.wav,LUFTHANSA TWO FIVE FOUR ZERO CLIMB FLIGHT LEVEL THREE FOUR ZERO,4.12,763,UNKNOWN,94.57380183909638,EMERGENCY,critical,3,3
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1687_seg_0.wav,AT LEAST IN ONE MINUTE,4.38,764,UNKNOWN,100.0,EMERGENCY,critical,3,3
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_168_seg_0.wav,PRAGUE CAN YOU CONFIRM THE FREQUENCY FOR LUFTHANSA FOUR CHARLIE KILO,3.84,767,UNKNOWN,45.99149909987848,EMERGENCY,moderate,1,3
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1690_seg_0.wav,ONE THREE FOUR DECIMAL NINER TWO FIVE GOOD BYE,7.84,768,UNKNOWN,85.27671336582993,EMERGENCY,critical,3,3
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1699_seg_0.wav,LUFTHANSA ONE UNIFORM XRAY CLIMB FLIGHT LEVEL THREE ONE ZERO,7.5,777,UNKNOWN,100.0,EMERGENCY,critical,3,3
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1700_seg_0.wav,AFFIRM,3.25,780,UNKNOWN,0.0,Routine,low,0,0
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1701_seg_0.wav,CSA ZERO TWO FIVE SORRY RUNWAY ONE THREE IS NOW,2.58,781,UNKNOWN,44.25097895140339,EMERGENCY,moderate,1,3
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1720_seg_0.wav,ONE THREE THREE THREE NINER ZERO SINGAPORE THREE TWO FIVE CONFIRM,4.28,802,UNKNOWN,33.08263483284662,EMERGENCY,moderate,1,3
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1724_seg_0.wav,HOTEL HOTEL LIMA ECHO WE ARE AT DME APPROACH RUNWAY TWO FOUR CIRCLING ZERO SIX REPORT ESTABLISHED,1.63,806,UNKNOWN,48.04258267009372,EMERGENCY,moderate,1,3
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1729_seg_0.wav,OSCAR BRAVO FOXTROT DESCEND FLIGHT LEVEL ONE THREE ZERO,4.93,811,UNKNOWN,0.0,Routine,low,0,0
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1736_seg_0.wav,CSA FIVE ZERO FOUR BEHIND LANDING TRAFFIC WILL LINE UP RUNWAY THREE ONE BEHIND,1.7,819,UNKNOWN,56.12100626911343,EMERGENCY,moderate,1,3
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1749_seg_0.wav,CONDOR FIVE TWO TWO PRAHA HELLO RADAR CONTACT CLIMB FLIGHT LEVEL THREE THREE ZERO,1.705,833,UNKNOWN,44.46312701969956,EMERGENCY,moderate,1,3
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1752_seg_0.wav,POINT THREE ONE,4.53,837,UNKNOWN,36.41286121803235,EMERGENCY,moderate,1,3
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1758_seg_0.wav,GOOD AFTERNOON VICTOR PAPA BRAVO DELTA XRAY PRAHA RADAR CONTACT,1.17,843,UNKNOWN,34.31908242041378,EMERGENCY,moderate,1,3
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1759_seg_0.wav,RUNWAY THREE FOUR LEFT CLEARED TO LAND QUANTAS ONE FORTY SIX,2.52,844,UNKNOWN,36.06129287507133,EMERGENCY,moderate,1,3
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_175_seg_0.wav,HI THREE TWO CLEARED TAKEOFF SWISS AMBULANCE SIX ONE,3.53,845,UNKNOWN,7.096108516594221,EMERGENCY,low,0,3
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1764_seg_0.wav,HOTEL BRAVO GOLF KILO ECHO ONE FOUR THOUSAND FEET,2.31,850,UNKNOWN,41.08854722048927,EMERGENCY,moderate,1,3
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1768_seg_0.wav,RADAR GROSJET SEVEN WHISKEY CONFIRM FLIGHT LEVEL ONE SIX ZERO,1.07,854,UNKNOWN,54.46992083522584,EMERGENCY,moderate,1,3
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_178_seg_0.wav,STOP AT THE HOLDING POINT,6.35,878,UNKNOWN,19.78360389658465,EMERGENCY,low,0,3
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1791_seg_0.wav,PRAHA APPROACH,1.04,880,UNKNOWN,8.049809518001219,EMERGENCY,low,0,3
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1795_seg_0.wav,ZERO PAPA ONE,0.96,884,UNKNOWN,27.476168946793784,EMERGENCY,low,0,3
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_179_seg_0.wav,CONTINUE APPROACH THREE FOUR ELEVEN VACATE VIA ALPHA TWO SINGAPORE TWO THIRTY ONE,1.34,889,UNKNOWN,32.3958146534231,EMERGENCY,moderate,1,3
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1800_seg_0.wav,THREE ONE CLEARED TO LAND CSA EIGHT TANGO,0.71,891,UNKNOWN,100.0,EMERGENCY,critical,3,3
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1802_seg_0.wav,TOWER CONNIE EIGHT THIRTY FIVE ON THE ILS ONE SIX THREE,2.79,893,UNKNOWN,87.20232713889853,EMERGENCY,critical,3,3
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1804_seg_0.wav,RUNWAY THREE ONE,2.36,895,UNKNOWN,35.16757749894072,EMERGENCY,moderate,1,3
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1805_seg_0.wav,MOSQUITO SIX ZERO ECHO READY TO CHECK,0.76,896,UNKNOWN,11.00103378083118,EMERGENCY,low,0,3
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_180_seg_0.wav,CSA SIX EIGHT EIGHT LINE UP RUNWAY THREE ONE LINE UP THREE ONE CSA SIX EIGHT EIGHT,1.45,901,UNKNOWN,3.389203787115449,EMERGENCY,low,0,3
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1811_seg_0.wav,HELI HOTEL YANKEE WIND TWO FOUR ZERO DEGREES ONE FIVE KNOTS FIVE TWO TWO FIVE LANDING ON DISCRETION,4.61,903,UNKNOWN,94.4901068774746,EMERGENCY,critical,3,3
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1813_seg_0.wav,CONTACTING PRAHA ONE THREE FIVE DECIMAL ONE THREE FIVE AIR BERLIN FIVE THREE ONE GOOD DAY,4.155,905,UNKNOWN,4.996529458592136,EMERGENCY,low,0,3
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1817_seg_0.wav,CSA NINER TWO ONE DESCEND TO FLIGHT LEVEL TWO THREE ZERO,2.4,909,UNKNOWN,16.053711844985806,EMERGENCY,low,0,3
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1821_seg_0.wav,HOTEL LIMA HOLD SHORT OF TWO FOUR SKYTRAVEL,4.44,914,UNKNOWN,88.80359723357148,EMERGENCY,critical,3,3
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1824_seg_0.wav,LINE UP ONE THREE AUSTRIAN SEVEN ONE TWO ZULU,6.36,917,UNKNOWN,87.30706765756254,EMERGENCY,critical,3,3
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_182_seg_0.wav,CLIMB LEVEL THREE ONE ZERO SCANDINAVIAN TWO SIX SIX TWO,2.97,923,UNKNOWN,42.796262160104845,EMERGENCY,moderate,1,3
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1835_seg_0.wav,PRAHA GOOD AFTERNOON MALAYSIAN TWO ONE FLIGHT LEVEL THREE THREE ZERO SQUAWKING ZERO SIX FOUR SEVEN MALAYSIAN TWO ONE HELLO RADAR CONTACT MAINTAIN FLIGHT LEVEL THREE THREE ZERO,2.41,929,UNKNOWN,100.0,EMERGENCY,critical,3,3
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_183_seg_0.wav,AIRFRANS TWO TWO FIVE CONTACT RHEIN ONE THREE SIX DECIMAL FOUR ZERO FIVE GOOD DAY,4.22,934,UNKNOWN,23.56282170090057,EMERGENCY,low,0,3
